RMSE,LL,N,AUC
0.666518470793828,3.27199695522727,38216,0.541074486703929
0.635419149217466,2.55550615013087,38214,0.578424595018413
0.600758127216134,1.39463112304515,38202,0.574364463638166
0.617346078630282,2.23798490540773,38203,0.591270401345908
0.607739520306082,1.75441643651551,38207,0.587542246402963
0.595250621365362,1.70380389230488,38209,0.616359774401501
0.558770061895558,1.40134857691034,38207,0.657920989706763
0.580695767380151,1.62530198349855,38203,0.6307623525596
0.57699240163818,1.63180264335674,38203,0.633253927613535
0.511069115857844,0.820887872847427,38197,0.673709809356322
0.511442263675431,0.801745205917716,38192,0.659505700096801
0.505277521871835,0.763071245114329,38187,0.673578838249343
0.519785051966546,0.980411242704134,38187,0.684622271565834
0.534346398141457,1.01365088765907,38182,0.669331859294975
0.497399129374851,0.68798002899587,38182,0.514519010753147
0.527720731075601,0.963319845119959,38183,0.684032482882092
0.488712582759221,0.711556014152683,38188,0.689424396643964
0.494250950142942,0.715925071839925,38188,0.677321427027744
0.499945000338397,0.693194658857426,38186,0.504252585467275
0.485192336944912,0.680444254989522,38184,0.683306213323515
0.488771409594856,0.700211048874687,38185,0.682061310535836
0.497545560151488,0.749546394962331,38186,0.686167142741397
0.497367562346767,0.747396643728145,38187,0.680399486202958
0.486038488985223,0.690807454944476,38185,0.687316836336402
0.47759394431359,0.656861780389258,38190,0.681668855281416
0.48629852377689,0.718721474104627,38201,0.706540191998075
0.481133822473485,0.692689709871507,38210,0.708664495871768
0.485875475416751,0.665648138691651,38221,0.625548658817783
0.486613265405781,0.727307860079005,38231,0.713382774257968
0.482355506946557,0.683326622710434,38242,0.706945436324025
