RMSE,LL,N,AUC
0.474044505242592,,,0.726950386471845
0.476564378405108,,,0.719203406391503
0.452022266038138,,,0.748008621001211
0.445142051295941,,,0.757900391199911
0.443958757796157,,,0.7605018824728
0.443597546651581,,,0.761918485963475
0.443676191534202,,,0.762493561000547
0.442762737448727,,,0.764889589082454
0.443280137594098,,,0.763971985663357
0.44319659179449,,,0.763608897341467
0.443838554777838,,,0.762431980856125
0.44806496260457,,,0.754722975279526
0.445356705135795,,,0.759388457887503
0.446481013284751,,,0.757457440404486
0.445186690340173,,,0.759701321561532
0.445135260625429,,,0.759753401790991
0.444477526167009,,,0.760400157298234
0.443870995011314,,,0.761822679929858
0.444694139070688,,,0.76090173393724
0.443906627913696,,,0.762353718287577
0.444056861451786,,,0.762029664797543
0.444081828013324,,,0.761855933943728
0.443646813067717,,,0.763090184732443
0.443380477414311,,,0.764211787593551
0.442855141193619,,,0.765373310803117
0.442968499686008,,,0.764760831867655
0.443062936424374,,,0.764501620085244
0.442737544001754,,,0.765591394754081
0.442513241365006,,,0.765791527114044
0.442745702670091,,,0.765501055837406
