RMSE,LL,N,AUC
0.339131786414691,1.28924975341814,13224,0.606518278722982
0.302498575706768,0.511525566301001,13224,0.72546775864784
0.304760686162306,0.436787479003739,13224,0.729684294495835
0.307700128525704,0.430639745800567,13224,0.739649538136085
0.313954026937355,0.349228581381209,13224,0.751113287828873
0.3067111803161,0.332392002159429,13224,0.772759871147441
0.311798797262833,0.338362508249427,13224,0.767667607606296
0.307584005466108,0.327191289705507,13223,0.776561326673225
0.30310298370075,0.319487569313946,13223,0.78493266309037
0.298490158002821,0.311999743167561,13223,0.787242261206489
0.296879555840674,0.308300956208849,13223,0.79231312169082
0.297102046781557,0.310191101648333,13224,0.791347419850783
0.299088848761535,0.312429057351985,13224,0.790617850483042
0.301464774363516,0.316250100716152,13224,0.791220022355853
0.300750029026263,0.316260246365653,13224,0.790021128862497
0.29966415193001,0.315442724062186,13224,0.791072718773794
0.299576697276593,0.316194774179627,13224,0.79118832979048
0.299543291221236,0.317533147950227,13224,0.788063835896314
0.298830219967135,0.316549175218673,13223,0.785605833142821
0.298415252329491,0.31722935685455,13223,0.784314634735585
0.298693570207242,0.316021005201706,13223,0.784861022332126
0.300413723378234,0.319065312899764,13223,0.783279993144926
0.300897060224642,0.319800735244584,13224,0.785571470886933
0.301836505896577,0.320795055262532,13224,0.789798070365296
0.301209170954379,0.31974307357195,13224,0.789815114575803
0.300254796284462,0.317683381269896,13224,0.792647107360421
0.299332336002673,0.315018294356694,13224,0.794638897690526
0.300328126719665,0.317671086009535,13224,0.793830576987286
0.300741860798887,0.318244693098948,13224,0.793786572969557
0.300360591739465,0.318400924294407,13224,0.792266009523683
