RMSE,LL,N,AUC
0.411244913956545,0.519528643117731,34664,0.78276039260794
0.404341829699282,0.498505295795168,34664,0.787464057335296
0.403138425093646,0.497340816610977,34664,0.78824740188847
0.402864612458995,0.497379502157326,34664,0.788496647221553
0.404573056441814,0.506778087375164,34664,0.783960740187081
0.404246181079721,0.508645673624879,34664,0.784636253259922
0.404046030074688,0.507749678700732,34664,0.783766458139368
0.402903555336624,0.501540607413987,34664,0.785964412211165
0.400075447938273,0.48843184993457,34664,0.791260868462058
0.399713301586251,0.486368942437208,34664,0.792453367104038
0.399737305642183,0.485692803414116,34664,0.792104367986295
0.400038870645082,0.486302145231648,34664,0.792334244447901
0.400440196682573,0.487393198676825,34664,0.791920186502289
0.400326911520219,0.487295240816096,34664,0.792038497705542
0.401215370622967,0.488603116612507,34664,0.790141437685891
0.400743199124324,0.48690138253487,34664,0.791209531654845
0.40022368862215,0.48570554464094,34664,0.791629970602576
0.399987261298522,0.485497801805669,34664,0.789964669342964
0.399979381141566,0.485478793343722,34664,0.790053955130616
0.400113552365305,0.485739738395293,34664,0.789492349558601
0.400214300719876,0.4853095978499,34664,0.7889927899221
0.400610405437548,0.486007427461744,34664,0.789140616550837
0.400015271545553,0.484904388254968,34664,0.789693720843688
0.400122794946644,0.485078872350859,34664,0.788979833473379
0.40059234664093,0.485770370263321,34664,0.786558398485897
0.401289548288589,0.487176598738803,34664,0.786623711814137
0.401167645618408,0.486949095476414,34664,0.787313638579446
0.400764769181046,0.486152588416368,34664,0.787273800880071
0.400877680150227,0.48637706515243,34664,0.787905617719767
0.400738349060687,0.486378671338707,34664,0.787482482591508
