RMSE,LL,N,AUC
0.344536151731374,0.796461038999595,13224,0.68270567544178
0.509334994733415,1.52993503345072,13224,0.626835698428242
0.428227053513932,0.853341066679212,13224,0.675502977436565
0.380022354807584,0.716378448393152,13224,0.704587275074943
0.33439103689134,0.484003658501908,13224,0.725865198152567
0.301055891827819,0.390400573397685,13224,0.775995215015892
0.300042704890197,0.361616969237541,13224,0.779016981251343
0.297000107966496,0.347922054178527,13223,0.785564802961804
0.293406672661267,0.338492257706692,13223,0.801131986049168
0.28997196612378,0.310428839384515,13223,0.818187019040729
0.288447144214906,0.306442380313416,13223,0.82605103121452
0.289980483805353,0.317559719639525,13224,0.822900519369129
0.28986879713583,0.315027097377248,13224,0.82196055009622
0.290873823958144,0.318935456279952,13224,0.820168540860364
0.291128687180671,0.318339852314787,13224,0.820587916489938
0.292154766516885,0.321812108502547,13224,0.818734586906869
0.292129849431323,0.318582299048142,13224,0.822668595840639
0.292256263612134,0.319382897598689,13224,0.821745000262366
0.292033949133258,0.320262148627763,13223,0.818219222199174
0.29173953020621,0.320094497580351,13223,0.817710634669385
0.291547361222584,0.311527781785363,13223,0.820369502386286
0.293483225170465,0.304467534082387,13223,0.821656331575
0.294677221532731,0.304567647856297,13224,0.820754168077183
0.295747253084276,0.306254141834288,13224,0.819496323330753
0.295874778327002,0.306995583851659,13224,0.817176054261099
0.295094221266348,0.301904351900936,13224,0.822667744764491
0.29392189860806,0.297537875202443,13224,0.823278152675865
0.295129434243028,0.300241251048374,13224,0.821193174657602
0.295497349987082,0.301015450455562,13224,0.820123198700454
0.294746369443508,0.299652017558377,13224,0.819907979803473
