RMSE,LL,N,AUC
0.303966895996628,,,0.79779957680625
0.305558874355308,,,0.793853255792082
0.30597284252672,,,0.781742303502737
0.305756872919918,,,0.777006712684964
0.305870334569926,,,0.781773214274476
0.303112390682362,,,0.78622225822343
0.301075791416263,,,0.791506042386621
0.298541948666897,,,0.799267592724402
0.297420154112448,,,0.804457566572108
0.298153420229037,,,0.807058280085766
0.296106323575195,,,0.809294275091764
0.29407582337551,,,0.810697267675967
0.294955942152173,,,0.811523190779357
0.293797845656272,,,0.812382836629981
0.293980468923826,,,0.815068125526912
0.294131511422425,,,0.814229632325447
0.29596005776923,,,0.814571133764682
0.298060127349722,,,0.814063129449513
0.298977101526783,,,0.812402265133682
0.301935225423177,,,0.809997141724361
0.303571165874466,,,0.805783162841251
0.30376858527811,,,0.80049448935631
0.302621925675268,,,0.804610828825157
0.304123482230813,,,0.802174791996388
0.303685354018885,,,0.8046217319495
0.305441094370471,,,0.797905960513617
0.305191508916354,,,0.800041504565682
0.308886059848287,,,0.784597520147827
0.307833016890619,,,0.790867965435651
0.307437710936942,,,0.79107585702369
