RMSE,LL,N,AUC
0.407378457968055,0.498936230476421,34664,0.794569073312824
0.401879662580275,0.488419394469056,34664,0.795010690711167
0.399526747502727,0.483343786003171,34664,0.797299252922602
0.399245510122172,0.483003412106362,34664,0.797647180210965
0.398796283924544,0.482117561475958,34664,0.797860743151548
0.398694110548864,0.481836334766001,34664,0.797276674298734
0.398677581555517,0.481678717681463,34664,0.79686583285693
0.398935300112318,0.482203604138361,34664,0.795891429535214
0.398573271684444,0.481520385131372,34664,0.795708052438454
0.399090785453407,0.482346883072672,34664,0.794639688039638
0.399333239312882,0.482791040364263,34664,0.793886696769992
0.399791324307642,0.483811075271679,34664,0.793377976981115
0.400101747370136,0.484597724832296,34664,0.792942772048204
0.399764833825425,0.483857506307111,34664,0.793481337241095
0.400529750130671,0.485293517834773,34664,0.79199146944123
0.40017105717434,0.484522558337493,34664,0.792686183660534
0.399689538591107,0.483568964395657,34664,0.79309060519961
0.399370226193251,0.483015164516625,34664,0.791556430411852
0.399372087108541,0.483018309484281,34664,0.79160844023341
0.399534071413218,0.483304157640099,34664,0.790914866027488
0.399508317705097,0.48319861598422,34664,0.7906783858371
0.399887836922172,0.483866666883439,34664,0.790939938583522
0.399321314636704,0.482801808160447,34664,0.791315707663435
0.39950015835498,0.482901254755138,34664,0.790558244498007
0.399980880160123,0.483999025432355,34664,0.788259810109381
0.400621200820421,0.485142110140498,34664,0.788540888263812
0.400518791498444,0.484904326867764,34664,0.789270303386523
0.400085083868883,0.48407386064102,34664,0.789257986606418
0.400328651430657,0.484418577771085,34664,0.789764344462886
0.400265789190345,0.484494820250105,34664,0.789091583465523
