RMSE,LL,N,AUC
0.434824387543787,0.578389311561564,34664,0.728440691531745
0.435028358997519,0.582572902946669,34664,0.724370000889657
0.436003982121198,0.591975554834052,34664,0.72842871647806
0.435913816004243,0.593864796357426,34664,0.726622596484536
0.434484190852477,0.599537002214563,34664,0.723998716820823
0.433428581630427,0.597849667666142,34664,0.71837442434106
0.433115769481736,0.600240565339279,34664,0.718497239442098
0.429258170898876,0.580638695090852,34664,0.724704495257371
0.42653818805584,0.56068854594529,34664,0.728547555826913
0.427180477052539,0.558102412666128,34664,0.728158182342321
0.425885828411395,0.551808609436908,34664,0.727494703662099
0.429121650000723,0.562961008024423,34664,0.727764481633933
0.42675521239746,0.554393646153345,34664,0.728610078159467
0.427501703049005,0.557990835539782,34664,0.727840883282013
0.425284988862166,0.551080936992234,34664,0.733835527151192
0.424934305068435,0.548219724422629,34664,0.734088207035145
0.424339495380948,0.548541397870055,34664,0.735915370398084
0.423189554551013,0.545616920705398,34664,0.735832836586304
0.422074901418576,0.542445006527725,34664,0.738433757367805
0.421557343868879,0.539014491033685,34664,0.738049731810999
0.420962408502026,0.535815245546806,34664,0.739491313448683
0.421342277264685,0.536414067997767,34664,0.740473059476731
0.421433790180442,0.536708789237517,34664,0.739603204862735
0.420929621945205,0.535833995518487,34664,0.739994433401541
0.422005204059728,0.539257570252666,34664,0.73720224714567
0.422552534655822,0.540387643330074,34664,0.738854680463901
0.421172541945199,0.537433872711007,34664,0.742369590659583
0.420842968176114,0.536492537613213,34664,0.741494293269411
0.422409359883909,0.541174710234009,34664,0.738758906508137
0.422494298637579,0.5418660949108,34664,0.738096933514605
