RMSE,LL,N,AUC
0.482129595189896,1.32771889110539,38584,0.72905644870265
0.464691123073476,1.01428137077677,38585,0.748054482423096
0.444368688817659,0.679746106161023,38585,0.774743079164247
0.436552964161955,0.596960280373417,38585,0.785895667422075
0.432425590649199,0.565289692975978,38584,0.792479239020369
0.428120571359454,0.55104336346813,38584,0.797597512170426
0.426017299976988,0.548193076749305,38585,0.801124191386207
0.423804765795577,0.544624732590467,38585,0.804872979419785
0.422916705614161,0.536279638690219,38585,0.806223925965284
0.422043425838838,0.534726910751446,38584,0.808104235893803
0.421520278847761,0.53254527255563,38585,0.809748790598861
0.421024489558617,0.534362195478728,38585,0.81094158774326
0.419498522579722,0.52827971013651,38585,0.812979442895306
0.419632006564559,0.530119485557131,38585,0.812208099899897
0.418931726071446,0.527195582190614,38584,0.813617839380514
0.418577269402458,0.52632939315184,38585,0.814130591588977
0.418534016842342,0.526263614965944,38585,0.814837054099549
0.418304185502415,0.525858674690874,38585,0.815122652014004
0.418671677707078,0.526882814127133,38585,0.814444542698155
0.418868659685967,0.52725649197757,38584,0.81416520586939
0.418726948234309,0.526534313224182,38585,0.815039313918567
0.418661717379825,0.526352598225423,38585,0.815511978470499
0.418872334180258,0.526806446051855,38585,0.815259217715954
0.418778201533872,0.526972870209183,38584,0.815251282467622
0.419011277167339,0.527062441836235,38584,0.814810976073367
0.418938719838387,0.526963304457461,38585,0.814708768038489
0.419191988780379,0.527208026371123,38585,0.814688207358443
0.419082839445915,0.526799149900188,38585,0.815629186876728
0.419400396661358,0.527614910083691,38584,0.814861238982034
0.420296329653125,0.52939532627936,38585,0.814097932344679
