RMSE,LL,N,AUC
0.335398142105069,0.444066452699338,13224,0.624160422250548
0.311062349437163,0.331197860508097,13224,0.812432420858514
0.307190421185461,0.325764213968146,13224,0.823888477044952
0.307284991698007,0.332610836325566,13224,0.825366367967265
0.305431358744015,0.32132232309012,13224,0.831208212867413
0.301295427271567,0.311948758413947,13224,0.835444883606241
0.301668080517687,0.306532691760992,13224,0.838567214463537
0.298340898084897,0.30050034024027,13223,0.83844783635566
0.296636131358657,0.30104800142519,13223,0.836115609514083
0.293172208308865,0.295200554660537,13223,0.83609591460237
0.289599827307572,0.286390215556738,13223,0.838371369445035
0.290613269839948,0.289923987808947,13224,0.836644562261154
0.290933505413515,0.289460402625421,13224,0.838013784825332
0.291750396758884,0.292585112277995,13224,0.836435523114355
0.292034040989054,0.294945678023459,13224,0.833181896727776
0.292501094406667,0.297112192081246,13224,0.831500384662536
0.292674712330068,0.296469653535575,13224,0.832644623397312
0.292334543518243,0.296681841803854,13224,0.830725701335448
0.291424291045122,0.294579800596498,13223,0.829917505595454
0.290568430980761,0.292861054225424,13223,0.829579426494175
0.290859828238984,0.291411785644381,13223,0.83041109518901
0.293096540098772,0.29586380806646,13223,0.82704383685955
0.294260831287303,0.297614111534545,13224,0.825652572864834
0.295182641515587,0.299239587083453,13224,0.824612082651482
0.295263781892189,0.298272032021177,13224,0.824910066593948
0.294614591375613,0.29578306867345,13224,0.826981442941381
0.293754297100499,0.293038546708628,13224,0.829760993199427
0.294767338828871,0.295412132532471,13224,0.826975931448287
0.294934327025747,0.2958786764889,13224,0.826265224707309
0.293951189805938,0.293952802268102,13224,0.827304711667999
