RMSE,LL,N,AUC
0.335237053429519,0.444207748915591,13224,0.628436863661089
0.310092348224846,0.319588020106181,13224,0.826464326534064
0.306400905940938,0.314540841347502,13224,0.834002733403665
0.307157437823477,0.327818502450733,13224,0.82868790856459
0.30551885623777,0.323965081323743,13224,0.82925281609555
0.301552286024718,0.317573538269735,13224,0.831663697890568
0.301875428223037,0.310166919858035,13224,0.835218613069784
0.298636856818252,0.303957771929575,13223,0.835383209351529
0.296959866721494,0.304305316531871,13223,0.833542070972559
0.293498188924385,0.297943234777373,13223,0.833843089975555
0.289926379961702,0.288802790547655,13223,0.836108790188918
0.290883039170013,0.29174064655799,13224,0.835014117805598
0.291223410958282,0.291393124773161,13224,0.836136185058078
0.291952214146913,0.293850899037381,13224,0.83527229387021
0.292076681547108,0.295191483477048,13224,0.832960240036445
0.292399013285963,0.296534055880958,13224,0.8320483941932
0.292598240719872,0.296050098031208,13224,0.833060507791691
0.292175672157821,0.295864836354874,13224,0.831524559127313
0.291371897441526,0.294317598412415,13223,0.830199744059495
0.290561891574288,0.292817053510535,13223,0.829635998701389
0.290920882967099,0.291687369307495,13223,0.830060888765509
0.293145299329391,0.296089489637198,13223,0.826751979996397
0.294309316707738,0.297835085234381,13224,0.825353385815514
0.29525337090395,0.29956136818434,13224,0.824161243932477
0.295359040828019,0.298700214421013,13224,0.824265239831613
0.294760840664617,0.296408857254326,13224,0.8258962213481
0.293936201877476,0.293808858246999,13224,0.828210557727749
0.294960704976066,0.296219777726969,13224,0.825390681261703
0.29513293264123,0.296741194658977,13224,0.824514177706898
0.294150730494972,0.294835506753606,13224,0.825343286583633
