RMSE,LL,N,AUC
0.439230451553552,0.601451757026165,34664,0.705818015885551
0.436593299338382,0.590025977001807,34664,0.713254659755957
0.439873352854446,0.609430198307961,34664,0.719796273189013
0.441804638872072,0.618230208984311,34664,0.718877864690047
0.440317039887924,0.621650188673381,34664,0.717646443818691
0.437930502686178,0.61282917021124,34664,0.71270511978813
0.436142280857276,0.612003611082849,34664,0.714604354060649
0.432335252460192,0.589288038525263,34664,0.720451893035845
0.429323850973569,0.568812036698911,34664,0.724805673569777
0.430271124321122,0.567394399416038,34664,0.725107574801182
0.429179468253697,0.561669333994461,34664,0.723864525822564
0.432653780987073,0.573548236340471,34664,0.724621911202475
0.430577015257853,0.565519010127037,34664,0.725663900735533
0.430810756848318,0.566687006946013,34664,0.724583578774906
0.427675509115996,0.556818741492578,34664,0.730531298940648
0.427583936155021,0.555723494853004,34664,0.730965713288972
0.4267328779814,0.553342408729329,34664,0.733414822437505
0.425471769045848,0.552307476360219,34664,0.733320165860258
0.42431956153667,0.547811218834867,34664,0.734870070304483
0.423937155089192,0.545200382516604,34664,0.734535353788021
0.422870196876532,0.541699578333857,34664,0.736239325703525
0.423275372300834,0.542816557387917,34664,0.737308839815749
0.422896189675665,0.541087450768233,34664,0.736085016720013
0.422740815211325,0.541903940374917,34664,0.736535125642597
0.423517342147249,0.544107001033383,34664,0.733296967373783
0.424296651165909,0.54579872052073,34664,0.734161560376481
0.42281508451948,0.542319667045705,34664,0.737474940508312
0.422477818172738,0.541198439008481,34664,0.736277641458196
0.424233370734724,0.546458883298067,34664,0.733528454481449
0.424369462174292,0.547310159521993,34664,0.733533766188571
