RMSE,LL,N,AUC
0.391940874709214,1.08525718243665,13224,0.58682087824493
0.541632050059516,1.37068101305004,13224,0.532299380712567
0.398770736722057,0.602064943342999,13224,0.705461189575265
0.322064330821963,0.466630400567277,13224,0.733329552976414
0.313248544849122,0.427940823878018,13224,0.777521139921271
0.307887105118303,0.401755169159633,13224,0.795457653446547
0.306718424181336,0.368629222966992,13224,0.802348533858669
0.302533604727169,0.356884153507695,13223,0.801385699747944
0.301382149993965,0.3603485351711,13223,0.801972105733399
0.29660973279987,0.336590633850979,13223,0.813678739162224
0.294555807029969,0.334901428826642,13223,0.812193393027594
0.29541395920813,0.34169415371234,13224,0.810446238557225
0.29510827492798,0.326582320328615,13224,0.816938941198105
0.29580894250396,0.328978280435317,13224,0.816359588854011
0.295883090859905,0.329555438661118,13224,0.814202915625933
0.296840110463532,0.333494068490383,13224,0.812138343487235
0.296601039613518,0.328324191270009,13224,0.816281064614398
0.296174451491584,0.328228603920056,13224,0.815616970532549
0.295786563529735,0.327970423491226,13223,0.813745506350443
0.295381535188874,0.32789802986325,13223,0.812851904370383
0.295187523422805,0.315784461696746,13223,0.815783692652722
0.296816074973733,0.306921740644288,13223,0.817410805311237
0.297615878167593,0.305688837333907,13224,0.817414452839987
0.298434421194626,0.306829281461024,13224,0.816432112783397
0.298966047755068,0.307918781946468,13224,0.814657065594721
0.298557792866175,0.305395088319421,13224,0.818594614717891
0.297466674047537,0.300154183168562,13224,0.820763524731311
0.298670659515745,0.3030554679083,13224,0.817878874487712
0.29876294481413,0.303101831774996,13224,0.817466711712568
0.298199921628233,0.302103318845263,13224,0.817505127623707
