RMSE,LL,N,AUC
0.405413971183142,,,0.784657053563589
0.405584418829983,,,0.784206479206782
0.405978900672646,,,0.776824972836794
0.406420380130218,,,0.779970377997597
0.410663291060667,,,0.783040716221606
0.411564406661874,,,0.782957431226911
0.406419628601863,,,0.783310297356995
0.406827776903263,,,0.784872242167233
0.406784075045002,,,0.78334193856029
0.406276275398241,,,0.786957149827761
0.410891170976398,,,0.785024219763616
0.409658288636224,,,0.781621050964777
0.41322606790486,,,0.769802081791182
0.412514734349369,,,0.781327442534499
0.418017247755858,,,0.752540689512615
0.410158411427998,,,0.773731115812929
0.41057768589658,,,0.773509422627412
0.417902211157131,,,0.764078344334797
0.407529264968371,,,0.773301505827668
0.410692719784526,,,0.764269922741271
0.409494015860297,,,0.77142242595343
0.411713765483556,,,0.762282224094468
0.413099776040549,,,0.761320709112344
0.411044407463816,,,0.764759329944074
0.409624594296481,,,0.767785726278577
0.408569287438724,,,0.773221035439767
0.414303152018411,,,0.75799984300009
0.414481370249653,,,0.766811026581257
0.410355521539033,,,0.76459750190882
0.411179810370733,,,0.771767918258948
